PPO before,AC before,random,PPO after,AC after,baseline
-300.0,-144.70726311206818,-186.0,3874.887380361557,1532.9482418298721,2632.897859275341
-100.0,-165.0,-164.00848841667175,3597.9782842993736,-118.52035695314407,2792.25021058321
-100.0,-600.0,-143.66030633449554,3700.6911519765854,-122.81760203838348,2041.0111154913902
-77.80882114171982,-100.0,-175.7260547876358,1477.7174282073975,1745.2361174225807,2188.920042991638
-176.69877469539642,-132.0,-566.6578195095062,3107.0028532147408,1713.6759873628616,2573.731244444847
-79.1023313999176,-100.0,-155.0,3441.488897025585,1909.4996038675308,2078.417323887348
-115.0,-600.0,-600.0,2730.5445061922073,1772.5608843564987,2756.760337114334
-531.073345541954,-600.0,-100.0,3818.7169796824455,1266.3684237003326,2166.8125444054604
-100.0,-128.00848841667175,-633.0084884166718,4435.986456334591,2265.952536404133,2363.8946885466576
-100.0,-200.0,-133.00848841667175,4178.671650290489,1177.3755138516426,2999.550249159336
-100.0,-300.0,-365.0,3209.709889471531,2126.1267560124397,2252.7340049743652
-665.0,-600.0,-600.0,2799.4487497210503,2144.4519560933113,-102.88992446660995
-120.0,-100.0,-115.0,3605.119977593422,1948.9987714886665,-101.97540748119354
-300.0,-103.0,-112.0,3722.556817114353,1755.3332086205482,1856.844751238823
-100.0,-505.0685815811157,-322.8127145767212,4843.667789101601,1621.3098018169403,1742.7534707784653
-100.0,-537.2056213617325,-200.0,3313.2875393033028,953.438500225544,2019.842333972454
-100.0,-360.0,-100.0,4039.3073560595512,1409.4848808646202,1398.4240886569023
-100.0,-200.0,-300.0,2761.578473031521,2671.8424684405327,1421.5041262507439
-537.2056213617325,-600.0,-100.0,1467.4480715990067,-104.43176692724228,-109.0
-107.03886836767197,-130.00848841667175,-131.0,3623.1244091391563,1766.1082882881165,2193.5018231868744
-290.0,-600.0,-135.0,2837.647349715233,-109.05768007040024,-109.0
-95.24110418558121,-200.0,-100.0,2504.966564834118,1917.8339738845825,-101.97540748119354
-300.0,-100.0,-300.0,2217.632729589939,877.8087553977966,2453.6798546910286
-100.0,-600.0,-600.0,3542.684772670269,1908.3987961411476,1736.6544246077538
-220.0,-140.0,-170.6357138156891,4707.846868515015,-105.02519828081131,-117.32676124572754
-100.0,-150.0,-521.5054893493652,4318.646902382374,-190.76036804914474,-101.97540748119354
-124.12243008613586,-300.0,-180.0,2931.876310944557,2025.2417286634445,-101.1023343205452
-300.0,-553.4970009326935,-165.0,3518.811986744404,-129.41524821519852,1815.116812646389
-100.0,-139.00848841667175,-600.0,2352.891335964203,1672.6259753108025,1617.029656946659
-261.5542423725128,-283.00848841667175,-205.0,2470.6467124819756,1718.7046008706093,-106.93816012144089
-100.0,-107.97540748119354,-150.97540748119354,3580.940547347069,1462.467105448246,1833.899071276188
-100.0,-120.0,-248.5630922317505,4662.054439783096,1824.8327102661133,1729.5226728320122
-365.0,-113.00848841667175,-140.0,3661.9092279076576,1503.9007398486137,2156.732064783573
-100.0,-600.0,-137.20562136173248,4249.420787096024,1276.229138314724,1802.2643930315971
-300.0,-295.56281757354736,-333.5630922317505,2955.876838326454,2379.868887066841,-109.0
-200.0,-227.06009316444397,-373.00848841667175,4655.519032895565,2093.1116517186165,-132.5968418121338
-100.0,-100.0,-600.0,4971.134963512421,2901.09686422348,2368.3845255970955
-100.0,-126.69877469539642,-100.0,2651.627536714077,2036.0506400465965,1730.6082927584648
-120.0,-600.0,-171.07334554195404,4413.966886520386,1947.7912040948868,1981.9710205197334
-158.49700093269348,-696.0,-100.0,2474.006842851639,-115.81671059131622,-109.0
-100.0,-340.0,-300.0,2948.629275918007,1288.2733814120293,-137.9280177950859
-300.0,-253.49700093269348,-388.00848841667175,-117.239033639431,2177.203741490841,1776.8834022283554
-100.0,-115.0,-300.0,4912.164408862591,2007.0747300386429,-101.30056816339493
-100.0,-300.0,-135.0,4192.579850196838,-133.2890944480896,-101.97540748119354
-115.75000941753387,-600.0,-100.0,4475.134826719761,1870.9611024856567,3108.5031154751778
-177.853462100029,-119.0,-610.5630922317505,2563.92748349905,2514.9798122644424,2652.4990150928497
-100.0,-135.66030633449554,-300.0,2616.707927942276,2079.1057988405228,1493.2187430858612
-77.69603681564331,-100.0,-110.0,2778.265412390232,1311.6782177686691,1693.623025238514
-315.0,-200.0,-100.0,3636.682885289192,-118.07255238294601,2236.538210630417
-100.0,-162.0,-100.0,2476.894287109375,2344.5702266693115,2298.616399228573
-100.0,-290.0,-165.0,-100.0818339586258,1999.322823703289,1542.5608763694763
-175.8834047317505,-250.10800617933273,-211.50548934936523,3758.5868415236473,1640.1562834978104,2124.156713783741
-100.0,-600.0,-100.0,-105.62057238817215,1378.5718476772308,3472.509294629097
-333.00848841667175,-100.0,-141.48089683055878,-109.30836093425751,1663.3261952400208,-114.79685288667679
-120.0,-125.49700093269348,-600.0,4360.001827597618,1185.9088916182518,2325.2553741931915
-100.0,-124.98749482631683,-211.50548934936523,4338.8843650221825,1862.9356090426445,2619.42108720541
-600.0,-200.0,-110.86635494232178,2904.1235814094543,1804.8295216560364,2338.553151369095
-100.0,-275.8460150361061,-600.0,3019.340189397335,1510.7535502910614,-110.19880938529968
-100.0,-300.0,-157.97643250226974,4081.303181707859,1222.9245599508286,1998.7343127131462
-227.853462100029,-162.0,-133.00848841667175,4472.043724834919,1506.6766743659973,-109.0
-100.0,-558.4970009326935,-117.20562136173248,3436.1219376325607,1541.1131196022034,2434.8445562124252
-300.0,-600.0,-307.83105051517487,-103.50460183620453,1756.064868927002,2039.615297794342
-183.00848841667175,-600.0,-620.0,3017.78817653656,1823.6315521001816,1841.3270825743675
-121.07334554195404,-553.4970009326935,-600.0,4090.8371675610542,1679.9816516637802,2551.969518482685
-105.0,-124.66030633449554,-537.2056213617325,2423.57075715065,2664.251211941242,1720.079285979271
-100.0,-520.768713593483,-108.12511587142944,4066.211809158325,1235.3530264496803,-108.79583936929703
-165.0,-600.0,-600.0,3157.9149532318115,1697.2963865995407,2457.939250588417
-100.0,-100.0,-313.66030633449554,1728.7171258330345,1814.2428722381592,2627.402069926262
-100.0,-600.0,-155.0,4346.648917675018,-103.84208905696869,-132.99928897619247
-100.0,-137.06009316444397,-300.0,3988.923112154007,2456.019982099533,2063.0880087018013
-237.20562136173248,-200.0,-100.0,4475.343697965145,1164.3608720302582,3442.6420098543167
-300.0,-300.0,-340.0,4228.675146877766,1495.8201852440834,2482.6635536551476
-145.0,-100.0,-615.0,2717.78194463253,2634.2228568792343,2306.0095782876015
-100.0,-144.5630922317505,-105.0,1509.987447977066,879.0018664002419,1935.8172683119774
-100.0,-290.0,-633.0084884166718,2330.283974289894,2071.77888327837,2327.664572417736
-340.0,-600.0,-100.0,3459.9086354374886,2229.0852758288383,-152.9199759364128
-100.0,-253.49700093269348,-671.9754074811935,4721.317227005959,1921.2770437002182,2826.115306675434
-100.0,-300.0,-100.0,2605.5640264749527,1910.8906146287918,-110.30216872692108
-100.0,-300.0,-537.2056213617325,3698.7832117676735,1906.8133667707443,1426.816216647625
-100.0,-224.8127145767212,-300.0,3773.403246462345,1460.4415454864502,1297.9164543151855
-102.0,-600.0,-100.0,2443.3761880993843,1176.505235016346,2671.831049144268
-200.0,-600.0,-200.0,4571.470792889595,2056.1331976652145,1862.6182123422623
-100.0,-131.0,-150.0,3616.860497176647,2036.3576309680939,1925.4011407494545
-100.0,-100.0,-142.0,3475.1904576420784,1730.7832384705544,1083.3401522040367
-600.0,-221.50548934936523,-140.0,-135.42676973342896,1248.4656858444214,2056.4114669561386
-100.0,-100.0,-243.8127145767212,2928.436713397503,1459.1554989814758,2646.1646291017532
-590.7991696596146,-194.92399364709854,-283.2789669036865,4385.076469480991,2443.8407847881317,2721.9047640562057
-115.0,-290.0,-220.0,4421.939415156841,1637.4072849750519,2890.545448720455
-653.4970009326935,-100.0,-100.0,3363.661066234112,1613.9989125728607,1987.4587282538414
-600.0,-100.0,-109.57883489131927,3285.0963376164436,1954.1388630867004,2307.766896724701
-100.0,-135.62542915344238,-102.17118310928345,2647.031221985817,2028.8627637028694,2669.3647177815437
-100.0,-100.0,-100.0,4798.961807966232,-143.90829664468765,-108.0932235121727
-212.71671187877655,-105.68254029750824,-600.0,5056.865943193436,1373.5410006642342,2779.283767282963
-173.59572291374207,-200.0,-133.00848841667175,4168.489696621895,1689.9948786497116,2031.4435831308365
-100.0,-365.0,-600.0,4350.556034684181,2771.2493265867233,1470.5186331868172
-600.0,-290.0,-142.0,4408.281253218651,2342.498651266098,-109.0
-300.0,-140.5630922317505,-600.0,4265.699458539486,1665.2180401682854,1123.808482825756
-100.0,-290.0,-108.00848841667175,4304.321879029274,1936.0111939311028,2981.6344066262245
-110.52497512102127,-696.0,-100.0,2751.7412652373314,1659.7523774504662,2511.1883776783943
-365.0,-290.0,-100.0,2861.2203246951103,1796.7880526185036,2662.575272023678
-127.62542915344238,-290.0,-308.235563993454,2688.545656323433,1486.3550797104836,648.9245839118958
-300.0,-600.0,-600.0,4772.49963927269,1658.2964343428612,1594.844767689705
-100.0,-237.20562136173248,-142.0,5114.391668200493,1755.8667595982552,2196.9467449188232
-172.0,-100.0,-127.20562136173248,2067.997072160244,2072.4562178254128,2926.284597635269
-100.0,-600.0,-132.49700093269348,4447.337469756603,1846.4632549285889,2988.617124736309
-300.0,-333.00848841667175,-100.0,4187.305907309055,1905.8404049277306,2503.937477648258
-300.0,-135.0,-111.07334554195404,2016.240613758564,-112.49878543615341,2632.53611266613
-100.0,-600.0,-600.0,3326.7046914100647,1826.7211213111877,-108.52778899669647
-115.0,-219.853462100029,-146.69877469539642,4468.679963827133,1599.2040804624557,1882.4789630770683
-100.0,-103.33185690641403,-100.0,2703.551692903042,2494.616999030113,2023.5953236818314
-365.0,-100.0,-112.0,-180.39754569530487,2076.846002101898,2329.1242483258247
-115.0,-600.0,-353.4970009326935,4412.848841011524,1921.8805745244026,1929.5013914108276
-600.0,-635.6254291534424,-100.0,1589.6102327108383,1986.6191704273224,1833.1105359196663
-300.0,-122.68827557563782,-600.0,4281.283421695232,1748.7627658247948,2061.3030737042427
-100.0,-290.0,-290.0,3868.1480830311775,1721.6141144633293,-105.86510401964188
-113.04875302314758,-150.0,-226.1677789092064,3204.1474402546883,-100.631780564785,1983.8045708537102
-25.946035742759705,-290.0,-131.97540748119354,1663.2981048226357,1906.2383185625076,2058.755753159523
-100.0,-100.0,-135.66030633449554,-147.5554095506668,-112.80287390947342,2523.1804639697075
-624.1224300861359,-237.20562136173248,-112.0,4618.315514743328,-122.59204930067062,1803.332601249218
-253.49700093269348,-553.4970009326935,-100.0,3765.145689845085,1408.816552400589,1838.2713706493378
-300.0,-600.0,-181.50548934936523,3849.9958159923553,1520.604423224926,1753.6398795247078
-210.51497131586075,-141.40010678768158,-155.0,4765.526325941086,1185.030302286148,2963.2668620944023
-200.0,-600.0,-200.0,2591.9711413383484,1959.7074055075645,2602.8478187918663
105.43623977899551,-100.0,-104.56309223175049,2769.4466549158096,-130.64055424928665,937.0550513863564
-300.0,-600.0,-113.07334554195404,4698.411430180073,1996.9491570591927,-109.0
-100.0,-290.0,-100.0,3870.9082460403442,2344.402662396431,-101.97540748119354
-100.0,-133.00848841667175,-344.4970009326935,2846.9060282707214,1749.0111231803894,-109.0
-600.0,-290.0,-360.0,3196.3077459931374,-106.28492075204849,2628.1985098719597
-85.40432077646255,-600.0,-174.05724143981934,2572.254446208477,1497.327348291874,2251.655980527401
-300.0,-600.0,-100.0,2939.146069586277,1916.71351146698,1919.9657836556435
-340.0,-333.00848841667175,-150.0,3690.1360753774643,1766.818143606186,1892.751138150692
-100.0,-140.0,-155.0,2316.137060046196,2434.910058617592,2782.217273235321
-600.0,-549.5703464746475,-112.0,3167.764124453068,1781.8715997338295,1776.0963293910027
-9.491474509239197,-140.0,-200.0,3458.7700654268265,1316.0599220991135,1845.6720651388168
-553.4970009326935,-290.0,-100.0,3383.818651139736,1299.7713757157326,-109.2588495016098
-196.91841006278992,-600.0,-150.0,3360.5100234150887,1654.5033094286919,2689.175503909588
-653.4970009326935,-300.0,-600.0,-106.7832293510437,1717.8300967812538,1498.7510399222374
-140.0,-365.0,-112.20562136173248,4590.245400905609,-111.61567014455795,-101.97540748119354
-340.0,-600.0,-100.0,2821.4869298934937,1614.8748294115067,2014.936849951744
-252.50548934936523,-463.4970009326935,-376.0434731245041,4196.370241463184,1389.072783589363,2229.521056354046
-124.80765807628632,-290.0,-115.0,2751.2880969643593,2061.5213530659676,2579.8956404328346
-100.0,-100.0,-268.2056213617325,3944.431710898876,1611.989585340023,1177.384630382061
-100.0,-101.69877469539642,-600.0,4462.922340989113,2047.0025061368942,-119.70954883098602
-127.0,-120.0,-235.32676124572754,4565.816551268101,1562.860777080059,-117.32676124572754
-124.90855544805527,-333.00848841667175,-100.0,3930.2451984882355,1593.0774059295654,2679.4928077459335
-100.0,-111.0,-360.0,4912.836744129658,1748.4121090769768,-109.0
-300.0,-633.0084884166718,-126.07334554195404,4431.82350063324,989.2790077924728,1959.2631722092628
-305.6254291534424,-300.0,-146.0,4329.471829414368,2321.250576376915,1919.9047818779945
-100.0,-521.5054893493652,-537.2056213617325,-104.58109706640244,1524.601862668991,2135.9509015083313
-100.0,-206.83225059509277,-128.49700093269348,-203.94983381032944,1187.8458411693573,-109.0
-300.0,-600.0,-202.8127145767212,1826.1094955801964,-110.13639694452286,2982.359124004841
-100.0,-115.43449276685715,-131.0,3287.9390102028847,-134.47719532251358,1980.229009091854
-553.4970009326935,-283.00848841667175,-600.0,3468.7214900255203,1472.5474421977997,3084.5037066936493
-340.0,-258.2231239080429,-300.0,3664.4804832339287,1445.2683963775635,-119.30420130491257
-100.0,-153.49700093269348,-620.0,2941.8299166560173,2101.630574643612,1907.2454921603203
-123.63421750068665,-165.0,-117.0,3938.1735770106316,2015.2607273459435,1852.9330563545227
-100.0,-300.0,-180.0,4385.657069146633,1377.8565777540207,1092.1315659284592
-200.0,-600.0,-100.0,3504.2815690636635,1744.480979502201,2032.067378282547
-225.0,-600.0,-600.0,3711.38245344162,1553.680296242237,2355.6105622649193
-100.0,-119.0818339586258,-315.0,4656.4055861234665,1837.0186445116997,2416.27440738678
-200.0,-213.54955673217773,-614.0084884166718,2570.913326561451,1843.7798035144806,1815.3344330191612
-100.0,-110.62542915344238,-102.33335971832275,4754.448780238628,-110.08486676216125,1859.6765797138214
-100.0,-600.0,-124.76871359348297,3896.5960688591003,2144.9147929549217,2481.4308535456657
-100.0,-600.0,-300.0,2472.4808331131935,1659.3629564642906,2358.7284368276596
-382.065443277359,-235.16622292995453,-131.0,4188.957282662392,1664.711543560028,2950.4734196066856
-146.78791177272797,-360.0,-106.46298801898956,4337.631483852863,-111.60744017362595,1965.5020297765732
-100.0,-600.0,-137.20562136173248,3650.240533232689,1731.0797431468964,2564.4840192198753
-100.0,-132.0,-100.0,2643.9504110217094,1957.9898416996002,-101.97540748119354
-115.62542915344238,-521.5054893493652,-171.20562136173248,2660.4335216879845,-117.99500757455826,1313.65010535717
-100.0,-132.0,-300.0,3509.7066138982773,1671.4225272536278,2067.1131100058556
-100.0,-180.0,-360.0,3703.471678674221,1595.043703854084,1671.6874024868011
-115.62542915344238,-665.0,-117.0,3431.9697946310043,1572.10713326931,2059.782306134701
-147.06858158111572,-315.0,-131.0,4515.935740530491,2201.1289415955544,3025.179385781288
-300.0,-102.0,-100.0,2156.7563949227333,2047.3803690075874,2522.6808948516846
-48.51671755313873,-600.0,-216.97540748119354,3171.4018908143044,1628.602567434311,-125.8541973233223
-100.0,-468.5630922317505,-114.9838958978653,3710.8447316884995,1285.5439269542694,2631.589099109173
-100.0,-600.0,-117.0,-130.71444487571716,1502.302323460579,-114.9770839214325
-100.0,-200.0,-100.0,4396.709191799164,1507.8456712961197,2316.2185981869698
-100.0,-111.07334554195404,-665.0,2553.983662545681,1589.7971929311752,2695.7873263955116
-353.8076580762863,-136.07334554195404,-360.0,2579.232805609703,1650.50454133749,2261.855221569538
-340.0,-315.0,-254.81250429153442,4009.787784576416,1669.3209324479103,2068.8581609129906
-327.0,-600.0,-155.0,-106.58589553833008,1165.1435986757278,-121.77547365427017
-100.0,-600.0,-537.2056213617325,2542.8950533866882,1500.1172385811806,2059.69766664505
-69.81562983989716,-100.0,-600.0,4890.128536939621,1813.5847140550613,2380.091196835041
-553.4970009326935,-333.00848841667175,-491.4591584801674,4443.122195720673,1646.8723558187485,2306.6300656199455
-217.57883489131927,-333.00848841667175,-600.0,5032.234487712383,1488.572814822197,-109.0
-534.3267612457275,-511.0,-300.0,3763.519881427288,1965.2086931467056,2457.574855208397
-135.49700093269348,-300.0,-200.0,4116.96467602253,1498.6911461353302,-109.0
-670.0,-600.0,-114.0,2691.412624180317,-168.4969123005867,3043.659743666649
-237.20562136173248,-178.17077934741974,-111.0,2833.7435724139214,2249.8363375663757,1469.612803041935
-182.8127145767212,-100.0,-115.0,3386.3892837762833,854.9193134903908,2992.1702923178673
-100.0,-112.0,-300.0,2914.907401740551,-145.35948026180267,2231.0943233966827
-116.57158064842224,-653.4970009326935,-100.0,4366.900341272354,2013.9088726639748,-150.8905897140503
-100.0,-600.0,-100.92233324050903,4176.65313243866,-131.53890043497086,-101.97540748119354
-315.0,-300.0,-300.0,-115.87111896276474,-161.03193944692612,3200.4400394558907
-159.3695279955864,-300.0,-600.0,3232.335167527199,2135.8986788392067,-112.22843158245087
-200.0,-103.40010678768158,-300.0,4625.605242490768,1305.876603603363,-101.97540748119354
-140.67418217658997,-600.0,-100.0,4628.433413505554,1595.1785643100739,-101.97540748119354
-600.0,-600.0,-300.0,4895.4028777480125,1448.4322389364243,2257.3368926644325
-253.49700093269348,-123.00848841667175,-600.0,2017.1931245326996,2269.1749426722527,1310.596640586853
-300.0,-333.00848841667175,-100.0,4808.5176938176155,1358.6443422436714,-101.03927475214005
-300.0,-600.0,-600.0,2164.098802089691,2093.751525938511,2906.675002515316
-166.44718623161316,-253.49700093269348,-600.0,4678.807108581066,1658.0719627141953,2027.4336706399918
-300.0,-100.0,-300.0,4237.5304980278015,1845.7353022694588,2098.6271275281906
-100.0,-140.0,-111.0,4188.119507551193,1773.9223588705063,3111.1730496883392
-59.14100682735443,-165.0,-665.0,4311.693613946438,1776.8005396723747,2306.6712357997894
-100.0,-140.0,-600.0,5137.743008315563,2086.433645963669,-109.0
-105.0326401591301,-131.0,-101.32676124572754,4643.399809539318,1881.6630678772926,2517.112122654915
-100.0,-296.66922199726105,-620.0,4456.889671444893,2259.441571056843,-113.91457098722458
-100.0,-283.00848841667175,-600.0,3072.841338276863,1863.187184393406,-122.51463901996613
-35.18217545747757,-155.62542915344238,-131.0,2537.7988948225975,1772.2958824038506,1875.339376270771
-360.0,-553.4970009326935,-111.0,-102.24314540624619,1202.7233430743217,2363.4355999827385
-327.0,-253.49700093269348,-665.0,3880.6786383390427,1720.178817152977,2390.2997376918793
-100.0,-200.0,-321.50548934936523,4365.863513350487,-104.77595490217209,-110.68342763185501
-100.0,-468.5630922317505,-105.0,4495.2164197564125,1630.398013472557,2220.0017489790916
-171.34059977531433,-100.0,-600.0,4141.432144701481,-113.25521856546402,1779.722185254097
-359.6416175365448,-360.0,-180.0,2291.564942598343,1936.6810081601143,2198.154379963875
-100.0,-141.68267059326172,-600.0,4188.664714515209,-106.25057983398438,2734.972575366497
-100.0,-300.0,-100.0,2747.966991007328,1806.1174619793892,1919.2093294262886
-105.0,-135.0,-524.1224300861359,2894.227098286152,1536.4566688537598,2675.033245444298
-171.0,-600.0,-679.0818339586258,2561.5676034092903,1846.4184243083,-101.97540748119354
-200.0,-600.0,-184.0,-217.09014874696732,1859.2587695717812,-117.32676124572754
-100.0,-600.0,-215.0,3569.445063173771,1149.8688108325005,1886.424635708332
-153.49700093269348,-599.5703464746475,-300.0,3982.191341459751,-120.35139429569244,2286.790753722191
-122.99211210012436,-117.53238260746002,-600.0,4219.300093114376,1661.3520243167877,-109.0
-100.0,-200.0,-155.0,4217.14735609293,2292.357818841934,2792.0531026124954
-300.0,-510.0,-600.0,2885.9538830518723,2325.659462273121,-109.0
-161.07334554195404,-109.40859520435333,-100.0,3938.257972061634,1630.7654690742493,2231.485461950302
-32.15033560991287,-168.20562136173248,-100.0,3975.278172016144,2500.944864630699,2693.716711819172
-212.71671187877655,-600.0,-633.0084884166718,4024.9824101924896,1439.7141609191895,2172.8107517957687
-121.65537178516388,-600.0,-600.0,4615.4128677845,-100.42952698469162,-101.97540748119354
-178.92371118068695,-100.0,-100.0,-116.18436121940613,2150.5919399261475,1930.6578644514084
-100.0,-510.0,-138.0,4552.269707381725,-115.43581855297089,2191.8809824585915
-568.4967188835144,-113.50548934936523,-112.20562136173248,-107.54061627388,1366.3305755257607,2338.6592448353767
-100.0,-365.0,-541.5054893493652,1988.7561312913895,1894.3245004415512,-101.16937398910522
-100.0,-237.06009316444397,-130.5630922317505,3703.482609629631,1925.5872389674187,2045.47176527977
-8.915262758731842,-253.49700093269348,-191.0,1157.1273432970047,2256.266023814678,-109.0
-100.0,-521.5054893493652,-100.0,-118.16765213012695,1300.652320921421,-109.0
-100.0,-300.0,-100.0,4600.373817622662,2359.1310243606567,-101.97540748119354
-100.0,-376.53238260746,-105.0,1221.739542067051,2027.0759969949722,1870.8993777632713
-317.57158064842224,-600.0,-360.0,-104.97668415307999,1574.554839372635,1326.3524152040482
-100.0,-585.6254291534424,-100.0,2301.1198903918266,1862.686914384365,3341.5186791419983
-101.75459218025208,-553.4970009326935,-135.0,-113.97540748119354,1803.9762184023857,1584.7093933820724
-307.341539144516,-365.0,-115.95219039916992,-109.1920155286789,1933.5549362897873,2392.0067812800407
-100.0,-100.0,-120.0,2267.734286367893,1059.9598487615585,2329.4538227319717
-553.4970009326935,-696.0,-100.0,2436.1834157705307,1328.6849061846733,2744.297115445137
-100.0,-217.0,-300.0,2524.643929898739,2529.3699815273285,2502.967258274555
-75.40556693077087,-333.00848841667175,-568.2056213617325,3180.9969176650047,-102.83084803819656,2771.1783594489098
-600.0,-365.0,-100.0,3626.216516017914,2031.4576613903046,2459.945868909359
-100.0,-108.00848841667175,-100.0,4268.161376237869,1036.0369454026222,2085.3363889455795
